reference,source,sentence_raw,construction,verb,dependency,final_input
Hornby (1975),curated_data,Is this what you're looking for?,0,be,verb nsubj ccomp,verb nsubj ccomp [SEP] be [SEP] Is this what you're looking for?
Hornby (1975),curated_data,What delighted me most was that they were singing for the pure joy of it.,0,be,csubj verb ccomp,csubj verb ccomp [SEP] be [SEP] What delighted me most was that they were singing for the pure joy of it.
Hornby (1975),curated_data,Everything was as we had left it.,0,be,nsubj verb advcl,nsubj verb advcl [SEP] be [SEP] Everything was as we had left it.
Hornby (1975),curated_data,This is where I work.,0,be,nsubj verb advcl,nsubj verb advcl [SEP] be [SEP] This is where I work.
Hornby (1975),curated_data,My suggestion is that we should plant more trees in the streets.,0,be,nsubj verb ccomp,nsubj verb ccomp [SEP] be [SEP] My suggestion is that we should plant more trees in the streets.
Hornby (1975),curated_data,It was a pity that you couldn't come.,0,be,nsubj verb attr,nsubj verb attr [SEP] be [SEP] It was a pity that you couldn't come.
Hornby (1975),curated_data,It was lucky that you left when you did.,0,be,nsubj verb acomp,nsubj verb acomp [SEP] be [SEP] It was lucky that you left when you did.
Hornby (1975),curated_data,It is strange he should have said that.,0,be,nsubj verb acomp ccomp,nsubj verb acomp ccomp [SEP] be [SEP] It is strange he should have said that.
Hornby (1975),curated_data,It is possible he didn't get your message.,0,be,nsubj verb acomp ccomp,nsubj verb acomp ccomp [SEP] be [SEP] It is possible he didn't get your message.
Hornby (1975),curated_data,This house is to let.,0,be,nsubj verb xcomp,nsubj verb xcomp [SEP] be [SEP] This house is to let.
Hornby (1975),curated_data,The best is yet to come.,0,be,nsubj verb advmod xcomp,nsubj verb advmod xcomp [SEP] be [SEP] The best is yet to come.
Hornby (1975),curated_data,You are to be congratulated.,0,be,nsubj verb xcomp,nsubj verb xcomp [SEP] be [SEP] You are to be congratulated.
Hornby (1975),curated_data,The children were exhausted.,6,exhaust,nsubjpass auxpass verb,nsubjpass auxpass verb [SEP] exhaust [SEP] The children were exhausted.
Hornby (1975),curated_data,It was a pleasant surprise to be told that I'd been promoted.,6,tell,aux auxpass verb ccomp,aux auxpass verb ccomp [SEP] tell [SEP] It was a pleasant surprise to be told that I'd been promoted.
Hornby (1975),curated_data,It was a pleasant surprise to be told that I'd been promoted.,6,promote,mark nsubjpass aux auxpass verb,mark nsubjpass aux auxpass verb [SEP] promote [SEP] It was a pleasant surprise to be told that I'd been promoted.
Hornby (1975),curated_data,The trouble is that all the shops are shut.,6,shut,mark nsubjpass auxpass verb,mark nsubjpass auxpass verb [SEP] shut [SEP] The trouble is that all the shops are shut.
Hornby (1975),curated_data,You are to be congratulated.,6,congratulate,aux auxpass verb,aux auxpass verb [SEP] congratulate [SEP] You are to be congratulated.
Goldberg (1995),curated_data,The slave was sold willingly by Chris.,6,sell,nsubjpass auxpass verb advmod agent,nsubjpass auxpass verb advmod agent [SEP] sell [SEP] The slave was sold willingly by Chris.
Goldberg (1995),curated_data,The piano was pushed into the orchestra pit.,6,push,nsubjpass auxpass verb prep,nsubjpass auxpass verb prep [SEP] push [SEP] The piano was pushed into the orchestra pit.
Goldberg (1995),curated_data,The show was laughed out of town.,6,laugh,nsubjpass auxpass verb prep,nsubjpass auxpass verb prep [SEP] laugh [SEP] The show was laughed out of town.
Goldberg (1995),curated_data,the tiles to be stacked ,6,stack,nsubjpass aux auxpass verb dep ccomp,nsubjpass aux auxpass verb dep ccomp [SEP] stack [SEP] the tiles to be stacked 
Levin (1993),curated_data,France is bordered by Italy.,6,border,nsubjpass auxpass verb agent,nsubjpass auxpass verb agent [SEP] border [SEP] France is bordered by Italy.
Levin (1993),curated_data,An ancient treasure trove was found in this cave.,6,find,nsubjpass auxpass verb prep,nsubjpass auxpass verb prep [SEP] find [SEP] An ancient treasure trove was found in this cave.
Levin (1993),curated_data,The metal was hammered flat.,6,hammer,nsubjpass auxpass verb oprd,nsubjpass auxpass verb oprd [SEP] hammer [SEP] The metal was hammered flat.
Levin (1993),curated_data,The door was pushed open.,6,push,nsubjpass auxpass verb oprd,nsubjpass auxpass verb oprd [SEP] push [SEP] The door was pushed open.
Levin (1993),curated_data,The soldier was knighted by the king.,6,knight,nsubjpass auxpass verb agent,nsubjpass auxpass verb agent [SEP] knight [SEP] The soldier was knighted by the king.
Levin (1993),curated_data,The beauty of the Grand Canyon has been marveled over by countless tourists.,6,marvel,nsubjpass aux auxpass verb prt agent,nsubjpass aux auxpass verb prt agent [SEP] marvel [SEP] The beauty of the Grand Canyon has been marveled over by countless tourists.
Levin (1993),curated_data,She was all spruced up for the job interview.,6,spruce,nsubjpass auxpass advmod verb prt prep,nsubjpass auxpass advmod verb prt prep [SEP] spruce [SEP] She was all spruced up for the job interview.
Levin (1993),curated_data,The mushrooms were sliced by the cook.,6,slice,nsubjpass auxpass verb agent,nsubjpass auxpass verb agent [SEP] slice [SEP] The mushrooms were sliced by the cook.
Levin (1993),curated_data,Tabs were kept on the suspect.,6,keep,nsubjpass auxpass verb prep,nsubjpass auxpass verb prep [SEP] keep [SEP] Tabs were kept on the suspect.
Levin (1993),curated_data,The lax supervision was taken advantage of.,6,take,nsubjpass auxpass verb dobj,nsubjpass auxpass verb dobj [SEP] take [SEP] The lax supervision was taken advantage of.
Levin (1993),curated_data,There was every reason for him to be satisfied.,6,satisfy,mark nsubj aux verb acomp,mark nsubj aux verb acomp [SEP] satisfy [SEP] There was every reason for him to be satisfied.
Levin (1993),curated_data,The earth was believed to be round.,6,believe,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] believe [SEP] The earth was believed to be round.
Levin (1993),curated_data,It was believed that the earth was round.,6,believe,nsubjpass auxpass verb ccomp,nsubjpass auxpass verb ccomp [SEP] believe [SEP] It was believed that the earth was round.
Levin (1993),curated_data,I was told that the winner would be announced tonight.,6,tell,nsubjpass auxpass verb ccomp,nsubjpass auxpass verb ccomp [SEP] tell [SEP] I was told that the winner would be announced tonight.
Levin (1993),curated_data,I was told that the winner would be announced tonight.,6,announce,mark nsubjpass aux auxpass verb npadvmod,mark nsubjpass aux auxpass verb npadvmod [SEP] announce [SEP] I was told that the winner would be announced tonight.
Hornby (1975),curated_data,I can be relied on.,6,rely,nsubjpass aux auxpass verb prep,nsubjpass aux auxpass verb prep [SEP] rely [SEP] I can be relied on.
Hornby (1975),curated_data,A doctor must be sent for.,6,send,nsubjpass aux auxpass verb prep,nsubjpass aux auxpass verb prep [SEP] send [SEP] A doctor must be sent for.
Hornby (1975),curated_data,I was asked a lot of questions.,6,ask,nsubjpass auxpass verb dobj,nsubjpass auxpass verb dobj [SEP] ask [SEP] I was asked a lot of questions.
Hornby (1975),curated_data,She will be saved lot of trouble.,6,save,nsubjpass aux auxpass verb oprd,nsubjpass aux auxpass verb oprd [SEP] save [SEP] She will be saved lot of trouble.
Hornby (1975),curated_data,Peter was offered the job.,6,offer,nsubjpass auxpass verb dobj,nsubjpass auxpass verb dobj [SEP] offer [SEP] Peter was offered the job.
Hornby (1975),curated_data,The job was offered to Peter.,6,offer,nsubjpass auxpass verb dative,nsubjpass auxpass verb dative [SEP] offer [SEP] The job was offered to Peter.
Hornby (1975),curated_data,The Minister's speech was given quite a lot of publicity.,6,give,nsubjpass auxpass verb dobj,nsubjpass auxpass verb dobj [SEP] give [SEP] The Minister's speech was given quite a lot of publicity.
Hornby (1975),curated_data,Quite a lot of publicity was given to the Minister's speech.,6,give,nsubjpass auxpass verb dative,nsubjpass auxpass verb dative [SEP] give [SEP] Quite a lot of publicity was given to the Minister's speech.
Hornby (1975),curated_data,I was warned not to believe a word he says.,6,warn,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] warn [SEP] I was warned not to believe a word he says.
Hornby (1975),curated_data,The judge was urged to be merciful.,6,urge,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] urge [SEP] The judge was urged to be merciful.
Hornby (1975),curated_data,They can't be allowed to do that.,6,allow,nsubjpass aux neg auxpass verb xcomp,nsubjpass aux neg auxpass verb xcomp [SEP] allow [SEP] They can't be allowed to do that.
Hornby (1975),curated_data,Weren't you asked not to make so much noise?,6,ask,auxpass neg nsubj verb xcomp,auxpass neg nsubj verb xcomp [SEP] ask [SEP] Weren't you asked not to make so much noise?
Hornby (1975),curated_data,I was dared to jump across the stream.,6,dare,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] dare [SEP] I was dared to jump across the stream.
Hornby (1975),curated_data,I was challenged to jump across the stream.,6,challenge,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] challenge [SEP] I was challenged to jump across the stream.
Hornby (1975),curated_data,He was advised to accept the offer.,6,advise,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] advise [SEP] He was advised to accept the offer.
Hornby (1975),curated_data,Were we meant to share the cost of the dinner?,6,mean,auxpass nsubj verb xcomp,auxpass nsubj verb xcomp [SEP] mean [SEP] Were we meant to share the cost of the dinner?
Hornby (1975),curated_data,Were we intended to share the cost of the dinner?,6,intend,auxpass nsubjpass verb xcomp,auxpass nsubjpass verb xcomp [SEP] intend [SEP] Were we intended to share the cost of the dinner?
Hornby (1975),curated_data,The men were ordered to advance.,6,order,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] order [SEP] The men were ordered to advance.
Hornby (1975),curated_data,He was enabled to have a holiday abroad.,6,enable,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] enable [SEP] He was enabled to have a holiday abroad.
Hornby (1975),curated_data,I was persuaded to go with them.,6,persuade,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] persuade [SEP] I was persuaded to go with them.
Hornby (1975),curated_data,She has never been known to tell lies.,6,know,nsubjpass aux neg auxpass verb xcomp,nsubjpass aux neg auxpass verb xcomp [SEP] know [SEP] She has never been known to tell lies.
Hornby (1975),curated_data,I was led to believe there was no danger.,6,lead,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] lead [SEP] I was led to believe there was no danger.
Hornby (1975),curated_data,I was given to understand that he could help me.,6,give,nsubjpass auxpass verb advcl,nsubjpass auxpass verb advcl [SEP] give [SEP] I was given to understand that he could help me.
Hornby (1975),curated_data,He doesn't want it to be known that he is going away.,6,know,nsubjpass aux auxpass verb ccomp,nsubjpass aux auxpass verb ccomp [SEP] know [SEP] He doesn't want it to be known that he is going away.
Hornby (1975),curated_data,He likes his wife to be colourfully dressed.,6,dress,nsubjpass aux auxpass verb,nsubjpass aux auxpass verb [SEP] dress [SEP] He likes his wife to be colourfully dressed.
Hornby (1975),curated_data,Voiceless were heard calling for help.,6,hear,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] hear [SEP] Voiceless were heard calling for help.
Hornby (1975),curated_data,Some things are better left unsaid.,6,leave,nsubjpass auxpass advmod verb oprd,nsubjpass auxpass advmod verb oprd [SEP] leave [SEP] Some things are better left unsaid.
Hornby (1975),curated_data,Newton was made President of the Royal Society.,6,make,nsubjpass auxpass verb oprd,nsubjpass auxpass verb oprd [SEP] make [SEP] Newton was made President of the Royal Society.
Hornby (1975),curated_data,The baby was named Richard but is usually called Dick.,6,name,nsubjpass auxpass verb oprd cc conj,nsubjpass auxpass verb oprd cc conj [SEP] name [SEP] The baby was named Richard but is usually called Dick.
Hornby (1975),curated_data,The baby was named Richard but is usually called Dick.,6,call,auxpass advmod verb oprd,auxpass advmod verb oprd [SEP] call [SEP] The baby was named Richard but is usually called Dick.
Hornby (1975),curated_data,The book is now being reprinted.,6,reprint,nsubjpass aux advmod auxpass verb,nsubjpass aux advmod auxpass verb [SEP] reprint [SEP] The book is now being reprinted.
Hornby (1975),curated_data,Hamlet' at the National Theatre is being played.,6,play,nsubjpass aux auxpass verb,nsubjpass aux auxpass verb [SEP] play [SEP] Hamlet' at the National Theatre is being played.
Hornby (1975),curated_data,Where is the new film being shown?,6,show,nsubjpass auxpass verb,nsubjpass auxpass verb [SEP] show [SEP] Where is the new film being shown?
Hornby (1975),curated_data,There are many difficulties to be overcome.,6,overcome,aux auxpass verb,aux auxpass verb [SEP] overcome [SEP] There are many difficulties to be overcome.
Hornby (1975),curated_data,He's not a man to be trifled with.,6,trifle,aux auxpass verb prep,aux auxpass verb prep [SEP] trifle [SEP] He's not a man to be trifled with.
Hornby (1975),curated_data,The thief was seen running away.,6,see,nsubjpass auxpass verb xcomp,nsubjpass auxpass verb xcomp [SEP] see [SEP] The thief was seen running away.
Hornby (1975),curated_data,The work had been carefully done.,6,do,nsubjpass aux auxpass advmod verb,nsubjpass aux auxpass advmod verb [SEP] do [SEP] The work had been carefully done.
Hornby (1975),curated_data,There had been done carefully.,6,do,expl aux auxpass verb advmod,expl aux auxpass verb advmod [SEP] do [SEP] There had been done carefully.
Hornby (1975),curated_data,"During the curfew, nobody was allowed to be out of doors after sunset.",6,allow,prep nsubjpass auxpass verb xcomp,"prep nsubjpass auxpass verb xcomp [SEP] allow [SEP] During the curfew, nobody was allowed to be out of doors after sunset."
